MSOA11CD,MSOA11NM,LocalAuthority,child_poverty_prop,Region,Borough,Code
E02000371,Hackney 027,Hackney,0.283333333,East,Hackney,E09000012
E02000372,Hammersmith and Fulham 001,Hammersmith and Fulham,0.203344121,West,Hammersmith and Fulham,E09000013
E02000373,Hammersmith and Fulham 002,Hammersmith and Fulham,0.329596413,West,Hammersmith and Fulham,E09000013
E02000374,Hammersmith and Fulham 003,Hammersmith and Fulham,0.1981402,West,Hammersmith and Fulham,E09000013
E02000375,Hammersmith and Fulham 004,Hammersmith and Fulham,0.23228634,West,Hammersmith and Fulham,E09000013
E02000376,Hammersmith and Fulham 005,Hammersmith and Fulham,0.175824176,West,Hammersmith and Fulham,E09000013
E02000377,Hammersmith and Fulham 006,Hammersmith and Fulham,0.135243171,West,Hammersmith and Fulham,E09000013
E02000378,Hammersmith and Fulham 007,Hammersmith and Fulham,0.125356125,West,Hammersmith and Fulham,E09000013
E02000379,Hammersmith and Fulham 008,Hammersmith and Fulham,0.102821317,West,Hammersmith and Fulham,E09000013
E02000380,Hammersmith and Fulham 009,Hammersmith and Fulham,0.06255144,West,Hammersmith and Fulham,E09000013
E02000381,Hammersmith and Fulham 010,Hammersmith and Fulham,0.090796788,West,Hammersmith and Fulham,E09000013
E02000382,Hammersmith and Fulham 011,Hammersmith and Fulham,0.102752294,West,Hammersmith and Fulham,E09000013
E02000383,Hammersmith and Fulham 012,Hammersmith and Fulham,0.143984221,West,Hammersmith and Fulham,E09000013
E02000384,Hammersmith and Fulham 013,Hammersmith and Fulham,0.190397351,West,Hammersmith and Fulham,E09000013
E02000385,Hammersmith and Fulham 014,Hammersmith and Fulham,0.103960396,West,Hammersmith and Fulham,E09000013
E02000386,Hammersmith and Fulham 015,Hammersmith and Fulham,0.268275373,West,Hammersmith and Fulham,E09000013
E02000387,Hammersmith and Fulham 016,Hammersmith and Fulham,0.14415437,West,Hammersmith and Fulham,E09000013
E02000388,Hammersmith and Fulham 017,Hammersmith and Fulham,0.098783107,West,Hammersmith and Fulham,E09000013
E02000389,Hammersmith and Fulham 018,Hammersmith and Fulham,0.045827633,West,Hammersmith and Fulham,E09000013
E02000390,Hammersmith and Fulham 019,Hammersmith and Fulham,0.112663755,West,Hammersmith and Fulham,E09000013
E02000391,Hammersmith and Fulham 020,Hammersmith and Fulham,0.048749198,West,Hammersmith and Fulham,E09000013
E02000392,Hammersmith and Fulham 021,Hammersmith and Fulham,0.102702703,West,Hammersmith and Fulham,E09000013
E02000393,Hammersmith and Fulham 022,Hammersmith and Fulham,0.052678571,West,Hammersmith and Fulham,E09000013
E02000394,Hammersmith and Fulham 023,Hammersmith and Fulham,0.113546936,West,Hammersmith and Fulham,E09000013
E02000395,Hammersmith and Fulham 024,Hammersmith and Fulham,0.032347505,West,Hammersmith and Fulham,E09000013
E02000396,Hammersmith and Fulham 025,Hammersmith and Fulham,0.105586249,West,Hammersmith and Fulham,E09000013
E02000397,Haringey 001,Haringey,0.18453106,North,Haringey,E09000014
E02000398,Haringey 002,Haringey,0.290652386,North,Haringey,E09000014
E02000400,Haringey 004,Haringey,0.175947867,North,Haringey,E09000014
E02000401,Haringey 005,Haringey,0.281310212,North,Haringey,E09000014
E02000402,Haringey 006,Haringey,0.247765006,North,Haringey,E09000014
E02000403,Haringey 007,Haringey,0.198722498,North,Haringey,E09000014
E02000404,Haringey 008,Haringey,0.245547074,North,Haringey,E09000014
E02000405,Haringey 009,Haringey,0.053511706,North,Haringey,E09000014
E02000406,Haringey 010,Haringey,0.202064897,North,Haringey,E09000014
E02000407,Haringey 011,Haringey,0.260473588,North,Haringey,E09000014
E02000408,Haringey 012,Haringey,0.277537797,North,Haringey,E09000014
E02000409,Haringey 013,Haringey,0.285607755,North,Haringey,E09000014
E02000410,Haringey 014,Haringey,0.039971449,North,Haringey,E09000014
E02000411,Haringey 015,Haringey,0.224558051,North,Haringey,E09000014
E02000412,Haringey 016,Haringey,0.239910314,North,Haringey,E09000014
E02000413,Haringey 017,Haringey,0.093340922,North,Haringey,E09000014
E02000414,Haringey 018,Haringey,0.216465578,North,Haringey,E09000014
E02000415,Haringey 019,Haringey,0.212022746,North,Haringey,E09000014
E02000416,Haringey 020,Haringey,0.156431803,North,Haringey,E09000014
E02000417,Haringey 021,Haringey,0.057166529,North,Haringey,E09000014
E02000418,Haringey 022,Haringey,0.059414991,North,Haringey,E09000014
E02000419,Haringey 023,Haringey,0.161616162,North,Haringey,E09000014
E02000420,Haringey 024,Haringey,0.20421187,North,Haringey,E09000014
E02000421,Haringey 025,Haringey,0.298589822,North,Haringey,E09000014
E02000422,Haringey 026,Haringey,0.245572609,North,Haringey,E09000014
E02000423,Haringey 027,Haringey,0.150141643,North,Haringey,E09000014
E02000424,Haringey 028,Haringey,0.118953212,North,Haringey,E09000014
E02000425,Haringey 029,Haringey,0.200732357,North,Haringey,E09000014
E02000426,Haringey 030,Haringey,0.057142857,North,Haringey,E09000014
E02000427,Haringey 031,Haringey,0.135,North,Haringey,E09000014
E02000428,Haringey 032,Haringey,0.253476612,North,Haringey,E09000014
E02000429,Haringey 033,Haringey,0.063814358,North,Haringey,E09000014
E02000430,Haringey 034,Haringey,0.08287796,North,Haringey,E09000014
E02000431,Haringey 035,Haringey,0.031307551,North,Haringey,E09000014
E02000432,Haringey 036,Haringey,0.133757962,North,Haringey,E09000014
E02000433,Harrow 001,Harrow,0.127978216,West,Harrow,E09000015
E02000434,Harrow 002,Harrow,0.13811281,West,Harrow,E09000015
E02000435,Harrow 003,Harrow,0.181464679,West,Harrow,E09000015
E02000436,Harrow 004,Harrow,0.096700796,West,Harrow,E09000015
E02000437,Harrow 005,Harrow,0.145985401,West,Harrow,E09000015
E02000438,Harrow 006,Harrow,0.155743024,West,Harrow,E09000015
E02000439,Harrow 007,Harrow,0.214285714,West,Harrow,E09000015
E02000440,Harrow 008,Harrow,0.132761232,West,Harrow,E09000015
E02000441,Harrow 009,Harrow,0.126591231,West,Harrow,E09000015
E02000442,Harrow 010,Harrow,0.217477656,West,Harrow,E09000015
E02000443,Harrow 011,Harrow,0.199046484,West,Harrow,E09000015
E02000444,Harrow 012,Harrow,0.171414293,West,Harrow,E09000015
E02000445,Harrow 013,Harrow,0.197449768,West,Harrow,E09000015
E02000447,Harrow 015,Harrow,0.119680851,West,Harrow,E09000015
E02000448,Harrow 016,Harrow,0.057991513,West,Harrow,E09000015
E02000449,Harrow 017,Harrow,0.251861042,West,Harrow,E09000015
E02000451,Harrow 019,Harrow,0.083135392,West,Harrow,E09000015
E02000452,Harrow 020,Harrow,0.191675231,West,Harrow,E09000015
E02000453,Harrow 021,Harrow,0.137288136,West,Harrow,E09000015
E02000454,Harrow 022,Harrow,0.060473815,West,Harrow,E09000015
E02000455,Harrow 023,Harrow,0.123759791,West,Harrow,E09000015
E02000456,Harrow 024,Harrow,0.101123596,West,Harrow,E09000015
E02000457,Harrow 025,Harrow,0.127314815,West,Harrow,E09000015
E02000459,Harrow 027,Harrow,0.184973847,West,Harrow,E09000015
E02000460,Harrow 028,Harrow,0.219614922,West,Harrow,E09000015
E02000461,Harrow 029,Harrow,0.085064935,West,Harrow,E09000015
E02000462,Harrow 030,Harrow,0.166317261,West,Harrow,E09000015
E02000463,Harrow 031,Harrow,0.187371663,West,Harrow,E09000015
E02000464,Havering 001,Havering,0.228070175,East,Havering,E09000016
E02000465,Havering 002,Havering,0.207234043,East,Havering,E09000016
E02000466,Havering 003,Havering,0.209290454,East,Havering,E09000016
E02000467,Havering 004,Havering,0.260883905,East,Havering,E09000016
E02000468,Havering 005,Havering,0.193220339,East,Havering,E09000016
E02000469,Havering 006,Havering,0.209988649,East,Havering,E09000016
E02000470,Havering 007,Havering,0.130025126,East,Havering,E09000016
E02000471,Havering 008,Havering,0.116443745,East,Havering,E09000016
E02000472,Havering 009,Havering,0.172619048,East,Havering,E09000016
E02000473,Havering 010,Havering,0.104206501,East,Havering,E09000016
E02000474,Havering 011,Havering,0.175262894,East,Havering,E09000016
E02000475,Havering 012,Havering,0.12462908,East,Havering,E09000016
E02000476,Havering 013,Havering,0.204978038,East,Havering,E09000016
E02000477,Havering 014,Havering,0.089265537,East,Havering,E09000016
E02000478,Havering 015,Havering,0.087781732,East,Havering,E09000016
E02000479,Havering 016,Havering,0.172224988,East,Havering,E09000016
E02000480,Havering 017,Havering,0.197501688,East,Havering,E09000016
E02000481,Havering 018,Havering,0.13639576,East,Havering,E09000016
E02000482,Havering 019,Havering,0.069527897,East,Havering,E09000016
E02000483,Havering 020,Havering,0.148721921,East,Havering,E09000016
E02000484,Havering 021,Havering,0.12688172,East,Havering,E09000016
E02000485,Havering 022,Havering,0.102923264,East,Havering,E09000016
E02000486,Havering 023,Havering,0.130546075,East,Havering,E09000016
E02000487,Havering 024,Havering,0.057075841,East,Havering,E09000016
E02000488,Havering 025,Havering,0.08057676,East,Havering,E09000016
E02000489,Havering 026,Havering,0.172940535,East,Havering,E09000016
E02000490,Havering 027,Havering,0.181931464,East,Havering,E09000016
E02000491,Havering 028,Havering,0.221783048,East,Havering,E09000016
E02000492,Havering 029,Havering,0.163283319,East,Havering,E09000016
E02000493,Havering 030,Havering,0.194614443,East,Havering,E09000016
E02000494,Hillingdon 001,Hillingdon,0.054292003,West,Hillingdon,E09000017
E02000495,Hillingdon 002,Hillingdon,0.135174419,West,Hillingdon,E09000017
E02000496,Hillingdon 003,Hillingdon,0.178310047,West,Hillingdon,E09000017
E02000497,Hillingdon 004,Hillingdon,0.113057325,West,Hillingdon,E09000017
E02000498,Hillingdon 005,Hillingdon,0.095030514,West,Hillingdon,E09000017
E02000499,Hillingdon 006,Hillingdon,0.077912795,West,Hillingdon,E09000017
E02000500,Hillingdon 007,Hillingdon,0.07057163,West,Hillingdon,E09000017
E02000501,Hillingdon 008,Hillingdon,0.083874778,West,Hillingdon,E09000017
E02000502,Hillingdon 009,Hillingdon,0.080107527,West,Hillingdon,E09000017
E02000503,Hillingdon 010,Hillingdon,0.09787234,West,Hillingdon,E09000017
E02000504,Hillingdon 011,Hillingdon,0.058,West,Hillingdon,E09000017
E02000506,Hillingdon 013,Hillingdon,0.057163531,West,Hillingdon,E09000017
E02000507,Hillingdon 014,Hillingdon,0.13474445,West,Hillingdon,E09000017
E02000508,Hillingdon 015,Hillingdon,0.135120643,West,Hillingdon,E09000017
E02000509,Hillingdon 016,Hillingdon,0.18424102,West,Hillingdon,E09000017
E02000510,Hillingdon 017,Hillingdon,0.13442623,West,Hillingdon,E09000017
E02000511,Hillingdon 018,Hillingdon,0.175295186,West,Hillingdon,E09000017
E02000512,Hillingdon 019,Hillingdon,0.196261682,West,Hillingdon,E09000017
E02000513,Hillingdon 020,Hillingdon,0.212079616,West,Hillingdon,E09000017
E02000514,Hillingdon 021,Hillingdon,0.1875,West,Hillingdon,E09000017
E02000515,Hillingdon 022,Hillingdon,0.177229602,West,Hillingdon,E09000017
E02000516,Hillingdon 023,Hillingdon,0.17949827,West,Hillingdon,E09000017
E02000517,Hillingdon 024,Hillingdon,0.242193174,West,Hillingdon,E09000017
E02000518,Hillingdon 025,Hillingdon,0.230035158,West,Hillingdon,E09000017
E02000519,Hillingdon 026,Hillingdon,0.270502945,West,Hillingdon,E09000017
E02000520,Hillingdon 027,Hillingdon,0.225299829,West,Hillingdon,E09000017
E02000521,Hillingdon 028,Hillingdon,0.181036952,West,Hillingdon,E09000017
E02000522,Hillingdon 029,Hillingdon,0.185139062,West,Hillingdon,E09000017
E02000523,Hillingdon 030,Hillingdon,0.178749112,West,Hillingdon,E09000017
E02000524,Hillingdon 031,Hillingdon,0.187189055,West,Hillingdon,E09000017
E02000525,Hillingdon 032,Hillingdon,0.225516972,West,Hillingdon,E09000017
E02000526,Hounslow 001,Hounslow,0.057558507,West,Hounslow,E09000018
E02000528,Hounslow 003,Hounslow,0.22791587,West,Hounslow,E09000018
E02000529,Hounslow 004,Hounslow,0.22548121,West,Hounslow,E09000018
E02000530,Hounslow 005,Hounslow,0.340257171,West,Hounslow,E09000018
E02000531,Hounslow 006,Hounslow,0.188476037,West,Hounslow,E09000018
E02000532,Hounslow 007,Hounslow,0.097714286,West,Hounslow,E09000018
E02000533,Hounslow 008,Hounslow,0.103825137,West,Hounslow,E09000018
E02000534,Hounslow 009,Hounslow,0.122905028,West,Hounslow,E09000018
E02000535,Hounslow 010,Hounslow,0.216483516,West,Hounslow,E09000018
E02000536,Hounslow 011,Hounslow,0.218863992,West,Hounslow,E09000018
E02000537,Hounslow 012,Hounslow,0.154988124,West,Hounslow,E09000018
E02000538,Hounslow 013,Hounslow,0.207627119,West,Hounslow,E09000018
E02000539,Hounslow 014,Hounslow,0.16620608,West,Hounslow,E09000018
E02000540,Hounslow 015,Hounslow,0.140140554,West,Hounslow,E09000018
E02000541,Hounslow 016,Hounslow,0.233840304,West,Hounslow,E09000018
E02000542,Hounslow 017,Hounslow,0.212154294,West,Hounslow,E09000018
E02000543,Hounslow 018,Hounslow,0.141364474,West,Hounslow,E09000018
E02000544,Hounslow 019,Hounslow,0.108512021,West,Hounslow,E09000018
E02000545,Hounslow 020,Hounslow,0.227228682,West,Hounslow,E09000018
E02000546,Hounslow 021,Hounslow,0.215212528,West,Hounslow,E09000018
E02000547,Hounslow 022,Hounslow,0.204869086,West,Hounslow,E09000018
E02000548,Hounslow 023,Hounslow,0.229166667,West,Hounslow,E09000018
E02000549,Hounslow 024,Hounslow,0.183536826,West,Hounslow,E09000018
E02000550,Hounslow 025,Hounslow,0.182721975,West,Hounslow,E09000018
E02000551,Hounslow 026,Hounslow,0.264745011,West,Hounslow,E09000018
E02000552,Hounslow 027,Hounslow,0.168928404,West,Hounslow,E09000018
E02000553,Hounslow 028,Hounslow,0.186510264,West,Hounslow,E09000018
E02000554,Islington 001,Islington,0.214109521,Central,Islington,E09000019
E02000555,Islington 002,Islington,0.193708609,Central,Islington,E09000019
E02000556,Islington 003,Islington,0.163812785,Central,Islington,E09000019
E02000557,Islington 004,Islington,0.139567341,Central,Islington,E09000019
E02000558,Islington 005,Islington,0.300944669,Central,Islington,E09000019
E02000559,Islington 006,Islington,0.12206823,Central,Islington,E09000019
E02000560,Islington 007,Islington,0.128787879,Central,Islington,E09000019
E02000561,Islington 008,Islington,0.054370268,Central,Islington,E09000019
E02000562,Islington 009,Islington,0.162878788,Central,Islington,E09000019
E02000563,Islington 010,Islington,0.237767057,Central,Islington,E09000019
E02000564,Islington 011,Islington,0.18594823,Central,Islington,E09000019
E02000565,Islington 012,Islington,0.23542989,Central,Islington,E09000019
E02000566,Islington 013,Islington,0.130257802,Central,Islington,E09000019
E02000567,Islington 014,Islington,0.145144077,Central,Islington,E09000019
E02000568,Islington 015,Islington,0.214005602,Central,Islington,E09000019
E02000569,Islington 016,Islington,0.190223167,Central,Islington,E09000019
E02000570,Islington 017,Islington,0.097693351,Central,Islington,E09000019
E02000571,Islington 018,Islington,0.20799458,Central,Islington,E09000019
E02000572,Islington 019,Islington,0.267166763,Central,Islington,E09000019
E02000573,Islington 020,Islington,0.134629768,Central,Islington,E09000019
E02000574,Islington 021,Islington,0.172504378,Central,Islington,E09000019
E02000575,Islington 022,Islington,0.211398277,Central,Islington,E09000019
E02000576,Islington 023,Islington,0.207334963,Central,Islington,E09000019
E02000577,Kensington and Chelsea 001,Kensington and Chelsea,0.253918495,Central,Kensington and Chelsea,E09000020
E02000578,Kensington and Chelsea 002,Kensington and Chelsea,0.226744186,Central,Kensington and Chelsea,E09000020
E02000579,Kensington and Chelsea 003,Kensington and Chelsea,0.10375,Central,Kensington and Chelsea,E09000020
E02000580,Kensington and Chelsea 004,Kensington and Chelsea,0.175708502,Central,Kensington and Chelsea,E09000020
E02000581,Kensington and Chelsea 005,Kensington and Chelsea,0.245043616,Central,Kensington and Chelsea,E09000020
E02000582,Kensington and Chelsea 006,Kensington and Chelsea,0.036870504,Central,Kensington and Chelsea,E09000020
E02000583,Kensington and Chelsea 007,Kensington and Chelsea,0.038273616,Central,Kensington and Chelsea,E09000020
E02000584,Kensington and Chelsea 008,Kensington and Chelsea,0.018507094,Central,Kensington and Chelsea,E09000020
E02000585,Kensington and Chelsea 009,Kensington and Chelsea,0.036931818,Central,Kensington and Chelsea,E09000020
E02000586,Kensington and Chelsea 010,Kensington and Chelsea,0.020634921,Central,Kensington and Chelsea,E09000020
E02000587,Kensington and Chelsea 011,Kensington and Chelsea,0.016463851,Central,Kensington and Chelsea,E09000020
E02000588,Kensington and Chelsea 012,Kensington and Chelsea,0.026266417,Central,Kensington and Chelsea,E09000020
E02000589,Kensington and Chelsea 013,Kensington and Chelsea,0.040983607,Central,Kensington and Chelsea,E09000020
E02000590,Kensington and Chelsea 014,Kensington and Chelsea,0.089403974,Central,Kensington and Chelsea,E09000020
E02000591,Kensington and Chelsea 015,Kensington and Chelsea,0.106609808,Central,Kensington and Chelsea,E09000020
E02000592,Kensington and Chelsea 016,Kensington and Chelsea,0.009361702,Central,Kensington and Chelsea,E09000020
E02000593,Kensington and Chelsea 017,Kensington and Chelsea,0.0336,Central,Kensington and Chelsea,E09000020
E02000594,Kensington and Chelsea 018,Kensington and Chelsea,0.036231884,Central,Kensington and Chelsea,E09000020
E02000595,Kensington and Chelsea 019,Kensington and Chelsea,0.046492659,Central,Kensington and Chelsea,E09000020
E02000596,Kensington and Chelsea 020,Kensington and Chelsea,0.031298905,Central,Kensington and Chelsea,E09000020
E02000597,Kensington and Chelsea 021,Kensington and Chelsea,0.118604651,Central,Kensington and Chelsea,E09000020
E02000598,Kingston upon Thames 001,Kingston upon Thames,0.058227848, South,Kingston upon Thames,E09000021
E02000599,Kingston upon Thames 002,Kingston upon Thames,0.040909091, South,Kingston upon Thames,E09000021
E02000600,Kingston upon Thames 003,Kingston upon Thames,0.111111111, South,Kingston upon Thames,E09000021
E02000601,Kingston upon Thames 004,Kingston upon Thames,0.056060132, South,Kingston upon Thames,E09000021
E02000602,Kingston upon Thames 005,Kingston upon Thames,0.196244131, South,Kingston upon Thames,E09000021
E02000603,Kingston upon Thames 006,Kingston upon Thames,0.139805825, South,Kingston upon Thames,E09000021
E02000604,Kingston upon Thames 007,Kingston upon Thames,0.079434698, South,Kingston upon Thames,E09000021
E02000605,Kingston upon Thames 008,Kingston upon Thames,0.09375, South,Kingston upon Thames,E09000021
E02000606,Kingston upon Thames 009,Kingston upon Thames,0.078703704, South,Kingston upon Thames,E09000021
E02000607,Kingston upon Thames 010,Kingston upon Thames,0.072574484, South,Kingston upon Thames,E09000021
E02000608,Kingston upon Thames 011,Kingston upon Thames,0.058311575, South,Kingston upon Thames,E09000021
E02000609,Kingston upon Thames 012,Kingston upon Thames,0.159136885, South,Kingston upon Thames,E09000021
E02000610,Kingston upon Thames 013,Kingston upon Thames,0.086359968, South,Kingston upon Thames,E09000021
E02000611,Kingston upon Thames 014,Kingston upon Thames,0.045454545, South,Kingston upon Thames,E09000021
E02000612,Kingston upon Thames 015,Kingston upon Thames,0.104627767, South,Kingston upon Thames,E09000021
E02000613,Kingston upon Thames 016,Kingston upon Thames,0.081676518, South,Kingston upon Thames,E09000021
E02000614,Kingston upon Thames 017,Kingston upon Thames,0.138104839, South,Kingston upon Thames,E09000021
E02000615,Kingston upon Thames 018,Kingston upon Thames,0.125752106, South,Kingston upon Thames,E09000021
E02000616,Kingston upon Thames 019,Kingston upon Thames,0.097799511, South,Kingston upon Thames,E09000021
E02000617,Kingston upon Thames 020,Kingston upon Thames,0.1444333, South,Kingston upon Thames,E09000021
E02000619,Lambeth 002,Lambeth,0.235331633,Central,Lambeth,E09000022
E02000620,Lambeth 003,Lambeth,0.227272727,Central,Lambeth,E09000022
E02000621,Lambeth 004,Lambeth,0.185815603,Central,Lambeth,E09000022
E02000622,Lambeth 005,Lambeth,0.221028396,Central,Lambeth,E09000022
E02000623,Lambeth 006,Lambeth,0.241305891,Central,Lambeth,E09000022
E02000624,Lambeth 007,Lambeth,0.242060692,Central,Lambeth,E09000022
E02000625,Lambeth 008,Lambeth,0.289684991,Central,Lambeth,E09000022
E02000626,Lambeth 009,Lambeth,0.262234043,Central,Lambeth,E09000022
E02000627,Lambeth 010,Lambeth,0.215713301,Central,Lambeth,E09000022
E02000628,Lambeth 011,Lambeth,0.283455675,Central,Lambeth,E09000022
E02000629,Lambeth 012,Lambeth,0.163034705,Central,Lambeth,E09000022
E02000630,Lambeth 013,Lambeth,0.122082585,Central,Lambeth,E09000022
E02000631,Lambeth 014,Lambeth,0.156782149,Central,Lambeth,E09000022
E02000632,Lambeth 015,Lambeth,0.173245614,Central,Lambeth,E09000022
E02000633,Lambeth 016,Lambeth,0.257546564,Central,Lambeth,E09000022
E02000634,Lambeth 017,Lambeth,0.204457364,Central,Lambeth,E09000022
E02000635,Lambeth 018,Lambeth,0.180094787,Central,Lambeth,E09000022
E02000636,Lambeth 019,Lambeth,0.056338028,Central,Lambeth,E09000022
E02000637,Lambeth 020,Lambeth,0.138597905,Central,Lambeth,E09000022
E02000638,Lambeth 021,Lambeth,0.22113164,Central,Lambeth,E09000022
E02000639,Lambeth 022,Lambeth,0.219575016,Central,Lambeth,E09000022
E02000640,Lambeth 023,Lambeth,0.107538218,Central,Lambeth,E09000022
E02000641,Lambeth 024,Lambeth,0.24009901,Central,Lambeth,E09000022
E02000642,Lambeth 025,Lambeth,0.157241379,Central,Lambeth,E09000022
E02000643,Lambeth 026,Lambeth,0.160872127,Central,Lambeth,E09000022
E02000644,Lambeth 027,Lambeth,0.137007874,Central,Lambeth,E09000022
E02000645,Lambeth 028,Lambeth,0.131252868,Central,Lambeth,E09000022
E02000646,Lambeth 029,Lambeth,0.141566265,Central,Lambeth,E09000022
E02000647,Lambeth 030,Lambeth,0.12849162,Central,Lambeth,E09000022
E02000648,Lambeth 031,Lambeth,0.225076186,Central,Lambeth,E09000022
E02000649,Lambeth 032,Lambeth,0.150175987,Central,Lambeth,E09000022
E02000650,Lambeth 033,Lambeth,0.18381113,Central,Lambeth,E09000022
E02000651,Lambeth 034,Lambeth,0.116607774,Central,Lambeth,E09000022
E02000652,Lambeth 035,Lambeth,0.184513007,Central,Lambeth,E09000022
E02000653,Lewisham 001,Lewisham,0.276011561,East,Lewisham,E09000023
E02000654,Lewisham 002,Lewisham,0.297123016,East,Lewisham,E09000023
E02000655,Lewisham 003,Lewisham,0.241416894,East,Lewisham,E09000023
E02000657,Lewisham 005,Lewisham,0.205111821,East,Lewisham,E09000023
E02000658,Lewisham 006,Lewisham,0.205960265,East,Lewisham,E09000023
E02000659,Lewisham 007,Lewisham,0.135207497,East,Lewisham,E09000023
E02000660,Lewisham 008,Lewisham,0.184727273,East,Lewisham,E09000023
E02000661,Lewisham 009,Lewisham,0.106179286,East,Lewisham,E09000023
E02000662,Lewisham 010,Lewisham,0.229978355,East,Lewisham,E09000023
E02000663,Lewisham 011,Lewisham,0.16846473,East,Lewisham,E09000023
E02000664,Lewisham 012,Lewisham,0.219014627,East,Lewisham,E09000023
E02000665,Lewisham 013,Lewisham,0.136,East,Lewisham,E09000023
E02000666,Lewisham 014,Lewisham,0.180269695,East,Lewisham,E09000023
E02000667,Lewisham 015,Lewisham,0.08890331,East,Lewisham,E09000023
E02000668,Lewisham 016,Lewisham,0.100250627,East,Lewisham,E09000023
E02000669,Lewisham 017,Lewisham,0.164849262,East,Lewisham,E09000023
E02000670,Lewisham 018,Lewisham,0.193570451,East,Lewisham,E09000023
E02000671,Lewisham 019,Lewisham,0.146857143,East,Lewisham,E09000023
E02000672,Lewisham 020,Lewisham,0.164335664,East,Lewisham,E09000023
E02000673,Lewisham 021,Lewisham,0.107142857,East,Lewisham,E09000023
E02000674,Lewisham 022,Lewisham,0.125536481,East,Lewisham,E09000023
E02000675,Lewisham 023,Lewisham,0.17139738,East,Lewisham,E09000023
E02000676,Lewisham 024,Lewisham,0.142939481,East,Lewisham,E09000023
E02000677,Lewisham 025,Lewisham,0.159210526,East,Lewisham,E09000023
E02000678,Lewisham 026,Lewisham,0.19704142,East,Lewisham,E09000023
E02000679,Lewisham 027,Lewisham,0.230470914,East,Lewisham,E09000023
E02000680,Lewisham 028,Lewisham,0.204558738,East,Lewisham,E09000023
E02000681,Lewisham 029,Lewisham,0.193887297,East,Lewisham,E09000023
E02000682,Lewisham 030,Lewisham,0.251141553,East,Lewisham,E09000023
E02000683,Lewisham 031,Lewisham,0.233082707,East,Lewisham,E09000023
E02000685,Lewisham 033,Lewisham,0.183751363,East,Lewisham,E09000023
E02000686,Lewisham 034,Lewisham,0.232954545,East,Lewisham,E09000023
E02000687,Lewisham 035,Lewisham,0.197822142,East,Lewisham,E09000023
E02000689,Merton 001,Merton,0.054187192, South,Merton,E09000024
