MSOA11CD,MSOA11NM,LocalAuthority,total_registered_patients,Hypertension,"Obesity (18+)",Diabetes,Asthma,"Coronary heart disease",Region,Borough,Code
E02000615,"Kingston upon Thames 018","Kingston upon Thames",8447,12.17,5.02,4.77,4.74,2.3," South","Kingston upon Thames",E09000021
E02000616,"Kingston upon Thames 019","Kingston upon Thames",6298,11.78,4.87,4.6,4.6,2.19," South","Kingston upon Thames",E09000021
E02000617,"Kingston upon Thames 020","Kingston upon Thames",9585,11.62,4.84,4.64,4.9,2.21," South","Kingston upon Thames",E09000021
E02000619,"Lambeth 002",Lambeth,10986,10.66,5.87,5,4.1,1.47,Central,Lambeth,E09000022
E02000620,"Lambeth 003",Lambeth,12018,9.54,6.83,4.44,3.84,1.22,Central,Lambeth,E09000022
E02000621,"Lambeth 004",Lambeth,15301,6.12,4.2,3.29,3.25,0.93,Central,Lambeth,E09000022
E02000622,"Lambeth 005",Lambeth,10806,8.37,5.62,4.38,3.83,1.1,Central,Lambeth,E09000022
E02000623,"Lambeth 006",Lambeth,10637,8.87,5.43,4.74,3.82,1.2,Central,Lambeth,E09000022
E02000624,"Lambeth 007",Lambeth,11398,9.25,5.99,4.83,4.11,1.1,Central,Lambeth,E09000022
E02000625,"Lambeth 008",Lambeth,12147,8.44,5.52,4.48,3.75,0.98,Central,Lambeth,E09000022
E02000626,"Lambeth 009",Lambeth,10850,9.67,6.45,5.14,4.31,1.04,Central,Lambeth,E09000022
E02000627,"Lambeth 010",Lambeth,12791,9.26,5.68,4.55,4.06,1.04,Central,Lambeth,E09000022
E02000628,"Lambeth 011",Lambeth,13777,11.29,6.35,5.69,4.54,1.2,Central,Lambeth,E09000022
E02000629,"Lambeth 012",Lambeth,11426,6.89,4.09,3.32,3.78,0.84,Central,Lambeth,E09000022
E02000630,"Lambeth 013",Lambeth,9292,6.4,3.48,2.81,3.79,0.94,Central,Lambeth,E09000022
E02000631,"Lambeth 014",Lambeth,11326,8.8,6.48,4.13,4.34,1.09,Central,Lambeth,E09000022
E02000632,"Lambeth 015",Lambeth,12682,8.8,5.31,4.35,4.21,0.99,Central,Lambeth,E09000022
E02000633,"Lambeth 016",Lambeth,10593,8.35,4.68,4.2,3.99,0.97,Central,Lambeth,E09000022
E02000634,"Lambeth 017",Lambeth,8686,7.22,4.29,3.48,4.05,0.9,Central,Lambeth,E09000022
E02000635,"Lambeth 018",Lambeth,11075,8.3,4.86,3.84,4.32,1.11,Central,Lambeth,E09000022
E02000636,"Lambeth 019",Lambeth,9184,6.51,3.69,3.04,3.87,0.87,Central,Lambeth,E09000022
E02000637,"Lambeth 020",Lambeth,10172,7.49,4.12,3.68,4.08,0.93,Central,Lambeth,E09000022
E02000638,"Lambeth 021",Lambeth,11975,8.39,5.49,4.15,4.08,0.99,Central,Lambeth,E09000022
E02000639,"Lambeth 022",Lambeth,10686,8.08,5.52,3.81,4.02,0.96,Central,Lambeth,E09000022
E02000640,"Lambeth 023",Lambeth,11227,7.23,3.6,3.28,3.86,1.1,Central,Lambeth,E09000022
E02000641,"Lambeth 024",Lambeth,10783,8.7,5.29,4.28,4.11,1.21,Central,Lambeth,E09000022
E02000642,"Lambeth 025",Lambeth,11249,7.82,3.8,3.55,4.54,1.13,Central,Lambeth,E09000022
E02000643,"Lambeth 026",Lambeth,11284,7.5,5.3,3.65,3.55,1.01,Central,Lambeth,E09000022
E02000644,"Lambeth 027",Lambeth,10152,8.4,5.35,4.15,4.06,1.15,Central,Lambeth,E09000022
E02000645,"Lambeth 028",Lambeth,10931,8.61,5.01,3.93,4.49,1.19,Central,Lambeth,E09000022
E02000646,"Lambeth 029",Lambeth,11730,7.83,5.43,4.18,3.82,1.12,Central,Lambeth,E09000022
E02000647,"Lambeth 030",Lambeth,10069,8.91,5.73,4.28,4.26,1.24,Central,Lambeth,E09000022
E02000648,"Lambeth 031",Lambeth,9322,9.58,5.61,4.58,4.62,1.38,Central,Lambeth,E09000022
E02000649,"Lambeth 032",Lambeth,14502,8.87,5.54,4.75,4.13,1.28,Central,Lambeth,E09000022
E02000650,"Lambeth 033",Lambeth,9732,9.5,5.11,4.2,4.78,1.4,Central,Lambeth,E09000022
E02000651,"Lambeth 034",Lambeth,10131,9.35,5.22,5.07,4.37,1.35,Central,Lambeth,E09000022
E02000652,"Lambeth 035",Lambeth,9223,10.46,5.75,6.31,4.46,1.45,Central,Lambeth,E09000022
E02000653,"Lewisham 001",Lewisham,12907,7.85,6.09,4.05,3.83,0.99,East,Lewisham,E09000023
E02000654,"Lewisham 002",Lewisham,10365,8.15,5.93,4.18,3.76,0.96,East,Lewisham,E09000023
E02000655,"Lewisham 003",Lewisham,11206,9.37,6.13,4.44,4.41,1.01,East,Lewisham,E09000023
E02000657,"Lewisham 005",Lewisham,11834,9.02,5.94,4.14,4.12,1.08,East,Lewisham,E09000023
E02000658,"Lewisham 006",Lewisham,9982,10.24,6.58,4.83,4.85,1.19,East,Lewisham,E09000023
E02000659,"Lewisham 007",Lewisham,8805,9.03,4.18,3.77,4.29,1.34,East,Lewisham,E09000023
E02000660,"Lewisham 008",Lewisham,9639,9.86,5.85,4.17,4.44,1.3,East,Lewisham,E09000023
E02000661,"Lewisham 009",Lewisham,7759,9.81,4.21,3.23,4.76,1.74,East,Lewisham,E09000023
E02000662,"Lewisham 010",Lewisham,9725,8.47,6.11,4.14,4.63,1.02,East,Lewisham,E09000023
E02000663,"Lewisham 011",Lewisham,7886,10.58,5.53,4.13,4.44,1.45,East,Lewisham,E09000023
E02000664,"Lewisham 012",Lewisham,16501,9.65,5.44,4.16,4.64,1.37,East,Lewisham,E09000023
E02000665,"Lewisham 013",Lewisham,9080,9.88,5.44,4.16,4.54,1.57,East,Lewisham,E09000023
E02000666,"Lewisham 014",Lewisham,8055,9.76,6.46,4.37,4.95,1.53,East,Lewisham,E09000023
E02000667,"Lewisham 015",Lewisham,7400,9.54,6,4.26,4.59,1.42,East,Lewisham,E09000023
E02000668,"Lewisham 016",Lewisham,7687,10.52,4.59,4.2,4.5,1.65,East,Lewisham,E09000023
E02000669,"Lewisham 017",Lewisham,8717,10.54,7.7,4.7,5.58,2.2,East,Lewisham,E09000023
E02000670,"Lewisham 018",Lewisham,7257,11.02,6.96,5.15,4.51,1.65,East,Lewisham,E09000023
E02000671,"Lewisham 019",Lewisham,9838,9.9,5.85,4.44,4.81,1.55,East,Lewisham,E09000023
E02000672,"Lewisham 020",Lewisham,10981,10.42,6.35,4.94,4.52,1.56,East,Lewisham,E09000023
E02000673,"Lewisham 021",Lewisham,8730,8.6,4.93,3.54,4.65,1.29,East,Lewisham,E09000023
E02000674,"Lewisham 022",Lewisham,9142,12.84,7.21,5.66,4.98,1.6,East,Lewisham,E09000023
E02000675,"Lewisham 023",Lewisham,9146,11.29,5.78,5.17,4.38,1.6,East,Lewisham,E09000023
E02000676,"Lewisham 024",Lewisham,8908,9.43,6.03,4.07,4.65,1.43,East,Lewisham,E09000023
E02000677,"Lewisham 025",Lewisham,7857,12.1,7.03,6.06,5.19,1.85,East,Lewisham,E09000023
E02000678,"Lewisham 026",Lewisham,6999,10.92,6.04,5.07,5.26,1.56,East,Lewisham,E09000023
E02000679,"Lewisham 027",Lewisham,9065,9.37,6.57,3.82,4.89,1.3,East,Lewisham,E09000023
E02000680,"Lewisham 028",Lewisham,7544,10.96,8.02,4.61,5.1,1.58,East,Lewisham,E09000023
E02000681,"Lewisham 029",Lewisham,9784,11.66,7.82,5.03,5.72,1.75,East,Lewisham,E09000023
E02000682,"Lewisham 030",Lewisham,9802,11.89,6.68,6.29,5.57,2.06,East,Lewisham,E09000023
E02000683,"Lewisham 031",Lewisham,7358,12.69,6.51,5.8,5.21,2.07,East,Lewisham,E09000023
E02000685,"Lewisham 033",Lewisham,8658,11.24,7.8,4.69,5.17,1.66,East,Lewisham,E09000023
E02000686,"Lewisham 034",Lewisham,8249,11.61,7.79,5.1,5.9,1.81,East,Lewisham,E09000023
E02000687,"Lewisham 035",Lewisham,8754,12.06,7.61,4.85,6.1,1.83,East,Lewisham,E09000023
E02000689,"Merton 001",Merton,10440,7.16,2.75,2.75,3.63,1.34," South",Merton,E09000024
E02000690,"Merton 002",Merton,6994,8.11,1.73,2.09,3.76,1.69," South",Merton,E09000024
E02000691,"Merton 003",Merton,8917,6.75,2.27,2.77,3.43,1.44," South",Merton,E09000024
E02000692,"Merton 004",Merton,10199,7.18,1.86,2.15,3.58,1.47," South",Merton,E09000024
E02000693,"Merton 005",Merton,11593,7.6,3.78,4.17,3.8,1.34," South",Merton,E09000024
E02000694,"Merton 006",Merton,10852,7.2,2.76,3.44,3.76,1.48," South",Merton,E09000024
E02000695,"Merton 007",Merton,10469,9.14,4.68,5.04,3.59,1.39," South",Merton,E09000024
E02000696,"Merton 008",Merton,9847,8.65,4.35,4.72,3.67,1.33," South",Merton,E09000024
E02000697,"Merton 009",Merton,10522,7.29,2.84,2.96,3.74,1.46," South",Merton,E09000024
E02000698,"Merton 010",Merton,9964,7.45,2.99,2.52,3.66,1.51," South",Merton,E09000024
E02000699,"Merton 011",Merton,9891,7.87,3.22,3.02,3.99,1.61," South",Merton,E09000024
E02000700,"Merton 012",Merton,10176,9.3,3.73,4.82,3.86,1.58," South",Merton,E09000024
E02000701,"Merton 013",Merton,10567,10.79,5.03,5.72,3.7,1.53," South",Merton,E09000024
E02000702,"Merton 014",Merton,10189,11.31,5.67,5.95,4.22,1.88," South",Merton,E09000024
E02000703,"Merton 015",Merton,9439,8.64,4.12,4.08,4.1,1.84," South",Merton,E09000024
E02000704,"Merton 016",Merton,10167,8.19,3.53,3.1,3.86,1.67," South",Merton,E09000024
E02000705,"Merton 017",Merton,10667,11.4,6.46,5.97,4.38,1.87," South",Merton,E09000024
E02000706,"Merton 018",Merton,11142,11.41,5.2,5.9,4.17,1.77," South",Merton,E09000024
E02000707,"Merton 019",Merton,9439,11.83,7.83,5.92,4.35,1.85," South",Merton,E09000024
E02000708,"Merton 020",Merton,10476,10.9,4.41,4.37,4.64,2.22," South",Merton,E09000024
E02000709,"Merton 021",Merton,8814,9.21,4.25,4.02,4.06,1.89," South",Merton,E09000024
E02000710,"Merton 022",Merton,9840,11.92,5.72,6.29,4.39,1.93," South",Merton,E09000024
E02000711,"Merton 023",Merton,10706,9.36,5.48,5.76,3.87,1.89," South",Merton,E09000024
E02000712,"Merton 024",Merton,10411,11.08,6.36,5.77,4.8,2.21," South",Merton,E09000024
E02000713,"Merton 025",Merton,8359,11.77,6.7,5.02,5.3,2.38," South",Merton,E09000024
E02000714,"Newham 001",Newham,9894,8.14,6,4.54,3.7,1.21,East,Newham,E09000025
E02000715,"Newham 002",Newham,8865,9.2,7.39,7.25,4.23,1.69,East,Newham,E09000025
E02000716,"Newham 003",Newham,9322,9.53,7.29,6.98,4.4,1.79,East,Newham,E09000025
E02000717,"Newham 004",Newham,10382,9.56,7.64,7.15,4.45,1.78,East,Newham,E09000025
E02000718,"Newham 005",Newham,8789,9.52,7.79,7.04,4.41,1.77,East,Newham,E09000025
E02000719,"Newham 006",Newham,10005,8.81,5.96,5,3.91,1.3,East,Newham,E09000025
E02000720,"Newham 007",Newham,9896,9.5,7.12,6.37,4.54,1.72,East,Newham,E09000025
E02000721,"Newham 008",Newham,13089,9.44,6.85,6.82,4.38,1.7,East,Newham,E09000025
E02000722,"Newham 009",Newham,10320,7.98,5.09,4.57,3.27,1.17,East,Newham,E09000025
E02000723,"Newham 010",Newham,14492,11.35,8.52,8.26,4.75,2.19,East,Newham,E09000025
E02000724,"Newham 011",Newham,12271,10.9,7.88,7.72,4.12,2,East,Newham,E09000025
E02000725,"Newham 012",Newham,11482,7.7,5.24,4.27,3.33,1.11,East,Newham,E09000025
E02000726,"Newham 013",Newham,24142,5.24,5.34,3.12,3.18,0.73,East,Newham,E09000025
E02000727,"Newham 014",Newham,11345,10.74,7.68,7.76,4.02,1.9,East,Newham,E09000025
E02000728,"Newham 015",Newham,10634,11.32,8.44,7.86,4.47,1.92,East,Newham,E09000025
E02000729,"Newham 016",Newham,8609,8.89,5.96,5.8,3.75,1.42,East,Newham,E09000025
E02000730,"Newham 017",Newham,12404,10.31,6.68,7.46,4.19,1.79,East,Newham,E09000025
E02000731,"Newham 018",Newham,12862,10.7,8.51,7.75,4.4,1.92,East,Newham,E09000025
E02000732,"Newham 019",Newham,9397,9.83,7.77,7.54,4.1,1.72,East,Newham,E09000025
E02000733,"Newham 020",Newham,12192,8.09,6.57,4.78,3.27,1.25,East,Newham,E09000025
E02000734,"Newham 021",Newham,8786,8.22,6.49,5.18,3.54,1.33,East,Newham,E09000025
E02000735,"Newham 022",Newham,10115,9.54,7.5,6.61,3.89,1.68,East,Newham,E09000025
E02000736,"Newham 023",Newham,10558,9.63,7.8,6.41,4.24,1.65,East,Newham,E09000025
E02000737,"Newham 024",Newham,11444,9.45,7.89,6.31,4.24,1.65,East,Newham,E09000025
E02000738,"Newham 025",Newham,10348,8.85,7.59,6.85,3.96,1.61,East,Newham,E09000025
E02000739,"Newham 026",Newham,9188,9.25,7.5,5.63,3.61,1.44,East,Newham,E09000025
E02000740,"Newham 027",Newham,8216,8.42,6.93,4.89,3.41,1.31,East,Newham,E09000025
E02000741,"Newham 028",Newham,10061,9.55,7.66,6.06,3.75,1.56,East,Newham,E09000025
E02000742,"Newham 029",Newham,9580,8.91,7.6,5.91,3.95,1.58,East,Newham,E09000025
E02000743,"Newham 030",Newham,11880,9.12,7.38,5.28,3.54,1.38,East,Newham,E09000025
E02000744,"Newham 031",Newham,10613,10.45,8.09,5.59,3.81,1.57,East,Newham,E09000025
E02000745,"Newham 032",Newham,10110,8.68,7.91,4.47,3.68,1.42,East,Newham,E09000025
E02000746,"Newham 033",Newham,10105,7.8,7.56,4.09,3.53,1.32,East,Newham,E09000025
E02000747,"Newham 034",Newham,13465,9.09,7.79,4.86,3.53,1.37,East,Newham,E09000025
E02000748,"Newham 035",Newham,8167,7.97,7.71,4.14,3.59,1.38,East,Newham,E09000025
E02000749,"Newham 036",Newham,10533,9.8,8.21,4.85,3.67,1.51,East,Newham,E09000025
E02000750,"Newham 037",Newham,15471,7.08,6.3,3.53,3.28,0.94,East,Newham,E09000025
E02000751,"Redbridge 001",Redbridge,11612,10.56,4.6,3.63,4.5,2.06,East,Redbridge,E09000026
E02000752,"Redbridge 002",Redbridge,8784,11.05,6.44,5.15,4.82,2.47,East,Redbridge,E09000026
E02000753,"Redbridge 003",Redbridge,7543,11.34,6.59,5.26,4.93,2.52,East,Redbridge,E09000026
E02000754,"Redbridge 004",Redbridge,7202,11.33,5.6,4.37,4.6,2.04,East,Redbridge,E09000026
E02000755,"Redbridge 005",Redbridge,5887,12.26,5.86,5.42,4.48,2.26,East,Redbridge,E09000026
E02000756,"Redbridge 006",Redbridge,15349,10.68,5.23,5.81,4.05,2.57,East,Redbridge,E09000026
E02000757,"Redbridge 007",Redbridge,13186,10.56,5.54,3.97,5.04,1.86,East,Redbridge,E09000026
E02000758,"Redbridge 008",Redbridge,7055,10.45,5.41,5.94,3.63,2.47,East,Redbridge,E09000026
E02000759,"Redbridge 009",Redbridge,14115,10.58,5.7,4.14,4.65,1.89,East,Redbridge,E09000026
E02000760,"Redbridge 010",Redbridge,8352,9.33,4.94,5.97,3.52,2.47,East,Redbridge,E09000026
E02000762,"Redbridge 012",Redbridge,7111,10.52,5.34,6.6,3.7,2.39,East,Redbridge,E09000026
E02000763,"Redbridge 013",Redbridge,8131,9.36,5.51,6.49,3.64,1.91,East,Redbridge,E09000026
E02000764,"Redbridge 014",Redbridge,13157,10.95,4.85,3.88,4.65,2.01,East,Redbridge,E09000026
E02000765,"Redbridge 015",Redbridge,7525,10.76,5.5,7.12,3.69,2.23,East,Redbridge,E09000026
E02000767,"Redbridge 017",Redbridge,9183,10.15,5.75,7.07,3.76,2.07,East,Redbridge,E09000026
E02000768,"Redbridge 018",Redbridge,6472,11.31,4.54,3.91,4.64,2.12,East,Redbridge,E09000026
E02000769,"Redbridge 019",Redbridge,17445,9.23,5.9,5.99,4.15,1.57,East,Redbridge,E09000026
E02000770,"Redbridge 020",Redbridge,9048,9.84,6.43,6.94,4.22,2.06,East,Redbridge,E09000026
E02000772,"Redbridge 022",Redbridge,9365,10.52,5.78,7.08,4.13,2.01,East,Redbridge,E09000026
E02000773,"Redbridge 023",Redbridge,10989,10.27,6.74,7.4,4.26,2.07,East,Redbridge,E09000026
E02000774,"Redbridge 024",Redbridge,8660,9.82,6.51,6.81,4.54,2.25,East,Redbridge,E09000026
E02000776,"Redbridge 026",Redbridge,8258,9.8,7.31,7.59,4.06,1.94,East,Redbridge,E09000026
E02000777,"Redbridge 027",Redbridge,6551,12.7,5.66,4.46,4.14,2.26,East,Redbridge,E09000026
E02000779,"Redbridge 029",Redbridge,10977,8.78,6.42,7.06,3.65,1.8,East,Redbridge,E09000026
E02000780,"Redbridge 030",Redbridge,20919,10.04,6.75,7.17,4.22,1.96,East,Redbridge,E09000026
E02000781,"Redbridge 031",Redbridge,16888,9.79,6.48,6.66,4.11,2.06,East,Redbridge,E09000026
E02000782,"Redbridge 032",Redbridge,12742,9.45,7.06,6.86,3.99,1.87,East,Redbridge,E09000026
E02000783,"Redbridge 033",Redbridge,8724,9.11,7.12,6.22,3.65,1.69,East,Redbridge,E09000026
E02000784,"Richmond upon Thames 001","Richmond upon Thames",12643,10.06,2.5,2.39,4.02,1.84," South","Richmond upon Thames",E09000027
E02000785,"Richmond upon Thames 002","Richmond upon Thames",11432,8.19,2.5,2.21,3.47,1.56," South","Richmond upon Thames",E09000027
E02000786,"Richmond upon Thames 003","Richmond upon Thames",13952,8.82,2.75,2.09,3.87,1.53," South","Richmond upon Thames",E09000027
E02000787,"Richmond upon Thames 004","Richmond upon Thames",14050,8.41,2.58,2.36,3.57,1.57," South","Richmond upon Thames",E09000027
E02000788,"Richmond upon Thames 005","Richmond upon Thames",11022,8.61,2.68,2.29,3.74,1.51," South","Richmond upon Thames",E09000027
E02000789,"Richmond upon Thames 006","Richmond upon Thames",7657,8.29,2.73,2.47,3.53,1.59," South","Richmond upon Thames",E09000027
E02000790,"Richmond upon Thames 007","Richmond upon Thames",7520,9.43,3.55,3.23,4.73,1.8," South","Richmond upon Thames",E09000027
E02000791,"Richmond upon Thames 008","Richmond upon Thames",8821,8.16,2.92,2.49,3.68,1.58," South","Richmond upon Thames",E09000027
E02000792,"Richmond upon Thames 009","Richmond upon Thames",8192,8.92,3.14,2.56,4.5,1.79," South","Richmond upon Thames",E09000027
E02000793,"Richmond upon Thames 010","Richmond upon Thames",8753,11.25,5.48,4.4,4.24,2.24," South","Richmond upon Thames",E09000027
E02000794,"Richmond upon Thames 011","Richmond upon Thames",7727,9.11,3.68,3.21,4.78,1.85," South","Richmond upon Thames",E09000027
E02000795,"Richmond upon Thames 012","Richmond upon Thames",7929,9.02,2.88,2.6,3.7,1.65," South","Richmond upon Thames",E09000027
E02000796,"Richmond upon Thames 013","Richmond upon Thames",11757,11.64,6.27,4.88,4.23,2.25," South","Richmond upon Thames",E09000027
E02000797,"Richmond upon Thames 014","Richmond upon Thames",8890,8.3,3.71,2.86,4.69,1.69," South","Richmond upon Thames",E09000027
E02000798,"Richmond upon Thames 015","Richmond upon Thames",12333,9.32,4.86,3.45,4.34,1.88," South","Richmond upon Thames",E09000027
E02000799,"Richmond upon Thames 016","Richmond upon Thames",7927,7.96,3.99,2.71,4.47,1.65," South","Richmond upon Thames",E09000027
E02000800,"Richmond upon Thames 017","Richmond upon Thames",6061,10.18,2.94,3.09,3.63,2.01," South","Richmond upon Thames",E09000027
E02000801,"Richmond upon Thames 018","Richmond upon Thames",7617,8.65,3.01,2.61,4.61,1.8," South","Richmond upon Thames",E09000027
E02000802,"Richmond upon Thames 019","Richmond upon Thames",7644,9.64,3.85,3.1,5.04,2.07," South","Richmond upon Thames",E09000027
E02000803,"Richmond upon Thames 020","Richmond upon Thames",10601,10.52,4.08,3.83,4.53,2.23," South","Richmond upon Thames",E09000027
E02000804,"Richmond upon Thames 021","Richmond upon Thames",7914,8.72,2.72,2.53,4.62,1.78," South","Richmond upon Thames",E09000027
E02000805,"Richmond upon Thames 022","Richmond upon Thames",12690,7.64,2.28,2.51,4.27,1.62," South","Richmond upon Thames",E09000027
E02000806,"Richmond upon Thames 023","Richmond upon Thames",11269,10.61,4.04,3.86,4.45,2.3," South","Richmond upon Thames",E09000027
E02000807,"Southwark 001",Southwark,10490,8.31,6.67,3.93,3.85,1.26,Central,Southwark,E09000028
E02000808,"Southwark 002",Southwark,13165,7.07,5.33,3.78,3.24,0.99,Central,Southwark,E09000028
E02000809,"Southwark 003",Southwark,13038,8.69,6.41,3.97,3.68,1.09,Central,Southwark,E09000028
E02000810,"Southwark 004",Southwark,12809,7.95,5.39,4.01,3.34,1.06,Central,Southwark,E09000028
E02000812,"Southwark 006",Southwark,12754,8.98,6.53,4.64,3.68,1.18,Central,Southwark,E09000028
E02000813,"Southwark 007",Southwark,11732,7.73,6.48,3.61,3.59,1.19,Central,Southwark,E09000028
E02000814,"Southwark 008",Southwark,12120,10.26,7.6,5.02,4.27,1.34,Central,Southwark,E09000028
E02000815,"Southwark 009",Southwark,8433,7.6,5.53,4.13,3.28,1.04,Central,Southwark,E09000028
E02000816,"Southwark 010",Southwark,10501,7.99,5.99,3.94,3.22,1.02,Central,Southwark,E09000028
E02000817,"Southwark 011",Southwark,7729,8.14,6.38,3.92,3.26,1.11,Central,Southwark,E09000028
E02000818,"Southwark 012",Southwark,10584,9.97,7.7,4.92,3.94,1.24,Central,Southwark,E09000028
E02000819,"Southwark 013",Southwark,9803,9.45,7.76,4.78,3.8,1.11,Central,Southwark,E09000028
E02000820,"Southwark 014",Southwark,12234,9.96,7.09,4.79,4.07,1.35,Central,Southwark,E09000028
E02000821,"Southwark 015",Southwark,11156,9.13,7.34,4.53,3.47,1.08,Central,Southwark,E09000028
E02000822,"Southwark 016",Southwark,9140,8.68,6.65,4.09,3.36,1.08,Central,Southwark,E09000028
E02000823,"Southwark 017",Southwark,11058,9.97,7.28,4.89,3.76,1.32,Central,Southwark,E09000028
