MSOA11CD,MSOA11NM,LocalAuthority,total_registered_patients,Hypertension,"Obesity (18+)",Diabetes,Asthma,"Coronary heart disease",Region,Borough,Code
E02000824,"Southwark 018",Southwark,11616,11.13,8.3,5.74,3.85,1.21,Central,Southwark,E09000028
E02000825,"Southwark 019",Southwark,11996,11.65,8.24,6,3.82,1.13,Central,Southwark,E09000028
E02000826,"Southwark 020",Southwark,11374,9.76,7.13,5.16,3.45,1.05,Central,Southwark,E09000028
E02000827,"Southwark 021",Southwark,13307,9.94,7.15,5.24,3.57,1.2,Central,Southwark,E09000028
E02000828,"Southwark 022",Southwark,10669,11.41,7.92,6.04,3.59,1.15,Central,Southwark,E09000028
E02000829,"Southwark 023",Southwark,12623,9.98,7.04,5.24,3.68,1.05,Central,Southwark,E09000028
E02000830,"Southwark 024",Southwark,10659,9.59,6.7,4.85,3.75,1.12,Central,Southwark,E09000028
E02000831,"Southwark 025",Southwark,11292,10.13,6.23,5.25,3.96,1.14,Central,Southwark,E09000028
E02000832,"Southwark 026",Southwark,11413,9.22,6.13,4.91,4.4,1.24,Central,Southwark,E09000028
E02000833,"Southwark 027",Southwark,9438,7.46,5.22,3.35,3.43,0.89,Central,Southwark,E09000028
E02000834,"Southwark 028",Southwark,10381,8.73,5.17,3.82,4.23,1.11,Central,Southwark,E09000028
E02000835,"Southwark 029",Southwark,8368,9.35,5.46,4.4,4.88,1.31,Central,Southwark,E09000028
E02000836,"Southwark 030",Southwark,9541,8.53,5.33,3.8,3.87,1.1,Central,Southwark,E09000028
E02000837,"Southwark 031",Southwark,10373,8.91,3.82,3.27,4.56,1.37,Central,Southwark,E09000028
E02000838,"Southwark 032",Southwark,10933,8.79,5.13,4.26,4.23,1.3,Central,Southwark,E09000028
E02000839,"Southwark 033",Southwark,9879,9.35,4.85,4.14,4.75,1.42,Central,Southwark,E09000028
E02000840,"Sutton 001",Sutton,9384,10.04,6.71,4.76,5.05,1.88," South",Sutton,E09000029
E02000841,"Sutton 002",Sutton,9852,10.92,6.28,5.19,5.15,2.18," South",Sutton,E09000029
E02000842,"Sutton 003",Sutton,8812,12.98,6.71,5.37,5.9,2.53," South",Sutton,E09000029
E02000843,"Sutton 004",Sutton,8679,10.76,8.1,4.89,5.98,2.14," South",Sutton,E09000029
E02000844,"Sutton 005",Sutton,9231,10.53,6.41,4.74,5.78,2.1," South",Sutton,E09000029
E02000845,"Sutton 006",Sutton,10460,11.96,4.62,4.48,4.34,2.29," South",Sutton,E09000029
E02000846,"Sutton 007",Sutton,8017,10.85,5.6,4.8,4.81,2.17," South",Sutton,E09000029
E02000847,"Sutton 008",Sutton,9738,12.42,4.14,4.87,4.27,2.2," South",Sutton,E09000029
E02000848,"Sutton 009",Sutton,8467,13.23,3.74,5.2,4.9,2.39," South",Sutton,E09000029
E02000849,"Sutton 010",Sutton,8362,11.73,6.65,5.18,5.82,2.36," South",Sutton,E09000029
E02000850,"Sutton 011",Sutton,11303,12.55,6.63,5.44,5.65,2.45," South",Sutton,E09000029
E02000851,"Sutton 012",Sutton,10894,10.42,5.25,4.45,4.5,2.17," South",Sutton,E09000029
E02000852,"Sutton 013",Sutton,8661,11.03,5.73,4.78,5.32,2.26," South",Sutton,E09000029
E02000853,"Sutton 014",Sutton,8603,11.23,5.11,4.46,5.02,2.21," South",Sutton,E09000029
E02000854,"Sutton 015",Sutton,7964,11.2,6.3,4.77,5.46,2.39," South",Sutton,E09000029
E02000855,"Sutton 016",Sutton,8618,11.8,3.62,4.27,5.02,2.2," South",Sutton,E09000029
E02000856,"Sutton 017",Sutton,9640,13.31,6.95,5.54,6.09,2.52," South",Sutton,E09000029
E02000857,"Sutton 018",Sutton,9236,11.67,4.35,4.29,4.81,2.3," South",Sutton,E09000029
E02000858,"Sutton 019",Sutton,9200,12.48,6.79,5.39,5.87,2.34," South",Sutton,E09000029
E02000859,"Sutton 020",Sutton,9079,13.43,6.83,5.5,5.77,2.62," South",Sutton,E09000029
E02000860,"Sutton 021",Sutton,8907,10.95,4.68,4.38,4.6,2.25," South",Sutton,E09000029
E02000861,"Sutton 022",Sutton,8399,10.45,5.06,4.38,4.29,2.29," South",Sutton,E09000029
E02000863,"Sutton 024",Sutton,7219,13.46,6,5.28,5.29,2.55," South",Sutton,E09000029
E02000864,"Tower Hamlets 001","Tower Hamlets",11203,7.61,6.51,4.7,5.11,1.62,East,"Tower Hamlets",E09000030
E02000865,"Tower Hamlets 002","Tower Hamlets",9022,7.4,5.04,4.8,4.62,1.53,East,"Tower Hamlets",E09000030
E02000866,"Tower Hamlets 003","Tower Hamlets",11362,7.01,5.47,4.45,4.68,1.39,East,"Tower Hamlets",E09000030
E02000867,"Tower Hamlets 004","Tower Hamlets",12792,7.03,5.8,4.9,4.75,1.38,East,"Tower Hamlets",E09000030
E02000868,"Tower Hamlets 005","Tower Hamlets",8366,6.96,5.01,4.85,4.37,1.46,East,"Tower Hamlets",E09000030
E02000869,"Tower Hamlets 006","Tower Hamlets",6706,7.16,5.16,5.47,4.19,1.61,East,"Tower Hamlets",E09000030
E02000870,"Tower Hamlets 007","Tower Hamlets",7404,6,4.74,4.2,4,1.22,East,"Tower Hamlets",E09000030
E02000871,"Tower Hamlets 008","Tower Hamlets",13360,6.73,5.47,5.28,4.95,1.26,East,"Tower Hamlets",E09000030
E02000872,"Tower Hamlets 009","Tower Hamlets",9838,6.16,4.89,4.84,4.08,1.41,East,"Tower Hamlets",E09000030
E02000873,"Tower Hamlets 010","Tower Hamlets",12910,5.88,4.73,4.28,3.48,1.19,East,"Tower Hamlets",E09000030
E02000874,"Tower Hamlets 011","Tower Hamlets",9103,6.22,4.97,5,4.01,1.31,East,"Tower Hamlets",E09000030
E02000875,"Tower Hamlets 012","Tower Hamlets",14735,6.79,5.21,5.06,4.48,1.24,East,"Tower Hamlets",E09000030
E02000876,"Tower Hamlets 013","Tower Hamlets",9532,6.32,5.08,5.53,3.8,1.37,East,"Tower Hamlets",E09000030
E02000877,"Tower Hamlets 014","Tower Hamlets",14275,7.16,5.15,5.31,4.41,1.25,East,"Tower Hamlets",E09000030
E02000878,"Tower Hamlets 015","Tower Hamlets",15065,6.31,4.08,5.32,3.8,1.5,East,"Tower Hamlets",E09000030
E02000879,"Tower Hamlets 016","Tower Hamlets",10349,8.44,5.94,6.65,4.54,1.83,East,"Tower Hamlets",E09000030
E02000880,"Tower Hamlets 017","Tower Hamlets",7634,7.51,5.38,6.14,3.81,1.55,East,"Tower Hamlets",E09000030
E02000881,"Tower Hamlets 018","Tower Hamlets",10899,6.46,6.32,5.28,4.07,1.46,East,"Tower Hamlets",E09000030
E02000882,"Tower Hamlets 019","Tower Hamlets",11167,8.71,6.68,7.2,3.75,1.88,East,"Tower Hamlets",E09000030
E02000883,"Tower Hamlets 020","Tower Hamlets",9597,7.62,7.96,5.97,4.45,1.77,East,"Tower Hamlets",E09000030
E02000884,"Tower Hamlets 021","Tower Hamlets",14361,6.68,4.6,5.63,3.2,1.28,East,"Tower Hamlets",E09000030
E02000885,"Tower Hamlets 022","Tower Hamlets",8755,8.44,5.7,6.27,4.19,1.74,East,"Tower Hamlets",E09000030
E02000886,"Tower Hamlets 023","Tower Hamlets",9000,7.91,6.14,5.5,5.69,1.59,East,"Tower Hamlets",E09000030
E02000887,"Tower Hamlets 024","Tower Hamlets",11613,7.59,6.99,5.86,4.36,1.7,East,"Tower Hamlets",E09000030
E02000888,"Tower Hamlets 025","Tower Hamlets",9913,7.87,5.3,5.61,3.97,1.59,East,"Tower Hamlets",E09000030
E02000889,"Tower Hamlets 026","Tower Hamlets",9134,7.12,4.61,4.41,3.57,1.36,East,"Tower Hamlets",E09000030
E02000890,"Tower Hamlets 027","Tower Hamlets",6570,7.43,4.44,3.59,3.85,1.39,East,"Tower Hamlets",E09000030
E02000891,"Tower Hamlets 028","Tower Hamlets",19268,6.16,4.85,4.31,3.27,1.22,East,"Tower Hamlets",E09000030
E02000893,"Tower Hamlets 030","Tower Hamlets",9028,6.34,4.73,3.6,3.39,1.15,East,"Tower Hamlets",E09000030
E02000894,"Tower Hamlets 031","Tower Hamlets",13096,5.96,4.72,3.29,3.34,1.08,East,"Tower Hamlets",E09000030
E02000895,"Waltham Forest 001","Waltham Forest",9106,14.78,5.8,4.85,5.46,2.64,East,"Waltham Forest",E09000031
E02000896,"Waltham Forest 002","Waltham Forest",9851,12.94,5.79,4.62,4.95,2.42,East,"Waltham Forest",E09000031
E02000897,"Waltham Forest 003","Waltham Forest",9391,11.63,5.46,4.28,4.71,2.29,East,"Waltham Forest",E09000031
E02000898,"Waltham Forest 004","Waltham Forest",8633,12.16,5.92,4.53,4.83,2.31,East,"Waltham Forest",E09000031
E02000899,"Waltham Forest 005","Waltham Forest",9537,12.23,6.32,4.88,4.85,2.38,East,"Waltham Forest",E09000031
E02000900,"Waltham Forest 006","Waltham Forest",9810,12.34,6.24,5.21,4.93,2.44,East,"Waltham Forest",E09000031
E02000901,"Waltham Forest 007","Waltham Forest",10636,10.88,4.02,3.39,4.41,1.93,East,"Waltham Forest",E09000031
E02000902,"Waltham Forest 008","Waltham Forest",10369,11.12,4.84,4.49,4.59,2.03,East,"Waltham Forest",E09000031
E02000903,"Waltham Forest 009","Waltham Forest",11278,8.95,5.76,4.42,4.58,1.3,East,"Waltham Forest",E09000031
E02000904,"Waltham Forest 010","Waltham Forest",9437,8.6,3.94,4.31,4.41,1.6,East,"Waltham Forest",E09000031
E02000905,"Waltham Forest 011","Waltham Forest",11006,8.83,5.16,4.08,4.17,1.38,East,"Waltham Forest",E09000031
E02000906,"Waltham Forest 012","Waltham Forest",10837,9.04,5.43,4.31,4.23,1.38,East,"Waltham Forest",E09000031
E02000907,"Waltham Forest 013","Waltham Forest",11582,7.53,4.81,3.78,3.82,1.3,East,"Waltham Forest",E09000031
E02000908,"Waltham Forest 014","Waltham Forest",12583,8.69,5.71,4.42,4.31,1.3,East,"Waltham Forest",E09000031
E02000909,"Waltham Forest 015","Waltham Forest",10316,8.28,5.23,4.17,4.12,1.42,East,"Waltham Forest",E09000031
E02000910,"Waltham Forest 016","Waltham Forest",12910,8.23,5.27,4.72,4.14,1.54,East,"Waltham Forest",E09000031
E02000911,"Waltham Forest 017","Waltham Forest",13796,9.47,6.32,4.96,4.47,1.56,East,"Waltham Forest",E09000031
E02000912,"Waltham Forest 018","Waltham Forest",10597,9.19,5.68,5.22,4,1.6,East,"Waltham Forest",E09000031
E02000913,"Waltham Forest 019","Waltham Forest",11165,8.72,5.36,5.03,3.82,1.57,East,"Waltham Forest",E09000031
E02000914,"Waltham Forest 020","Waltham Forest",13835,9.68,5.78,5.78,3.95,1.8,East,"Waltham Forest",E09000031
E02000915,"Waltham Forest 021","Waltham Forest",10160,8.47,5.42,4.68,3.89,1.41,East,"Waltham Forest",E09000031
E02000916,"Waltham Forest 022","Waltham Forest",11410,9.74,5.05,5.44,3.65,1.53,East,"Waltham Forest",E09000031
E02000917,"Waltham Forest 023","Waltham Forest",11403,8.6,5.26,4.89,3.98,1.43,East,"Waltham Forest",E09000031
E02000918,"Waltham Forest 024","Waltham Forest",10954,9.11,5.6,4.89,3.94,1.4,East,"Waltham Forest",E09000031
E02000919,"Waltham Forest 025","Waltham Forest",11538,9.12,5.75,5.23,4.08,1.52,East,"Waltham Forest",E09000031
E02000920,"Waltham Forest 026","Waltham Forest",12550,7.78,4.96,4.47,3.63,1.35,East,"Waltham Forest",E09000031
E02000921,"Waltham Forest 027","Waltham Forest",13477,9.49,6.29,5.33,4.04,1.53,East,"Waltham Forest",E09000031
E02000922,"Waltham Forest 028","Waltham Forest",12831,9.47,6.45,5.25,4.26,1.4,East,"Waltham Forest",E09000031
E02000923,"Wandsworth 001",Wandsworth,8543,8.62,5.02,3.17,3.86,1.38," South",Wandsworth,E09000032
E02000924,"Wandsworth 002",Wandsworth,17386,6.82,4.95,3.15,3.7,1.06," South",Wandsworth,E09000032
E02000925,"Wandsworth 003",Wandsworth,9435,8.9,5.12,3.34,3.89,1.41," South",Wandsworth,E09000032
E02000926,"Wandsworth 004",Wandsworth,12750,8.2,4.76,3.37,3.44,1.25," South",Wandsworth,E09000032
E02000927,"Wandsworth 005",Wandsworth,8381,7.65,4.28,2.98,4.24,1.18," South",Wandsworth,E09000032
E02000928,"Wandsworth 006",Wandsworth,10657,5.91,3.6,1.83,3.51,1.04," South",Wandsworth,E09000032
E02000929,"Wandsworth 007",Wandsworth,9611,7.08,4.72,3.38,3.3,1.02," South",Wandsworth,E09000032
E02000930,"Wandsworth 008",Wandsworth,13002,5.83,3.78,2.59,3.43,0.84," South",Wandsworth,E09000032
E02000931,"Wandsworth 009",Wandsworth,10683,5.68,3.04,2.26,3.47,0.77," South",Wandsworth,E09000032
E02000932,"Wandsworth 010",Wandsworth,15500,5.79,3.66,2.08,3.45,1.06," South",Wandsworth,E09000032
E02000933,"Wandsworth 011",Wandsworth,11773,6.06,3.56,2.01,3.42,1.07," South",Wandsworth,E09000032
E02000934,"Wandsworth 012",Wandsworth,11104,5.19,3.29,2.44,3.23,0.68," South",Wandsworth,E09000032
E02000935,"Wandsworth 013",Wandsworth,8962,8.84,4.31,3.7,4.01,1.63," South",Wandsworth,E09000032
E02000936,"Wandsworth 014",Wandsworth,12468,6.3,3.66,2.15,3.61,1.19," South",Wandsworth,E09000032
E02000937,"Wandsworth 015",Wandsworth,9414,6.11,2.93,2.42,3.58,0.85," South",Wandsworth,E09000032
E02000938,"Wandsworth 016",Wandsworth,13495,7.69,4.3,3.25,3.69,1.53," South",Wandsworth,E09000032
E02000939,"Wandsworth 017",Wandsworth,9220,5.81,1.85,1.78,3.51,1.12," South",Wandsworth,E09000032
E02000940,"Wandsworth 018",Wandsworth,11125,5.65,3.5,2.55,3.44,0.89," South",Wandsworth,E09000032
E02000941,"Wandsworth 019",Wandsworth,12086,6.19,3.61,2.75,3.82,0.87," South",Wandsworth,E09000032
E02000942,"Wandsworth 020",Wandsworth,11887,6.85,3.68,2.57,3.67,1.2," South",Wandsworth,E09000032
E02000943,"Wandsworth 021",Wandsworth,10797,6.18,2.64,2.5,3.8,0.97," South",Wandsworth,E09000032
E02000944,"Wandsworth 022",Wandsworth,9313,7.41,6.06,3.59,3.66,1.4," South",Wandsworth,E09000032
E02000945,"Wandsworth 023",Wandsworth,9492,9.09,4.89,4.42,3.86,1.77," South",Wandsworth,E09000032
E02000946,"Wandsworth 024",Wandsworth,9112,7.11,3.62,3.04,3.95,1," South",Wandsworth,E09000032
E02000947,"Wandsworth 025",Wandsworth,10783,7.41,3.5,2.62,3.91,1.16," South",Wandsworth,E09000032
E02000948,"Wandsworth 026",Wandsworth,12508,6.83,3.37,3.21,3.77,1.12," South",Wandsworth,E09000032
E02000949,"Wandsworth 027",Wandsworth,11925,6.64,3.01,2.84,3.96,1.05," South",Wandsworth,E09000032
E02000950,"Wandsworth 028",Wandsworth,9344,6.8,4.7,2.95,3.4,1.24," South",Wandsworth,E09000032
E02000951,"Wandsworth 029",Wandsworth,8019,6.91,3.04,3.12,3.85,1.13," South",Wandsworth,E09000032
E02000952,"Wandsworth 030",Wandsworth,7924,7.16,3.29,3.27,4.01,1.19," South",Wandsworth,E09000032
E02000953,"Wandsworth 031",Wandsworth,8743,8.69,4.22,3.83,4.39,1.27," South",Wandsworth,E09000032
E02000954,"Wandsworth 032",Wandsworth,7886,9.14,4.69,4.73,3.92,1.46," South",Wandsworth,E09000032
E02000955,"Wandsworth 033",Wandsworth,8590,8.66,4.89,4.68,3.8,1.35," South",Wandsworth,E09000032
E02000956,"Wandsworth 034",Wandsworth,9793,8.47,4.61,4.62,3.86,1.34," South",Wandsworth,E09000032
E02000957,"Wandsworth 035",Wandsworth,13677,7.4,4.56,4.29,3.49,1.14," South",Wandsworth,E09000032
E02000958,"Wandsworth 036",Wandsworth,9683,8.91,4.76,4.48,4.04,1.49," South",Wandsworth,E09000032
E02000959,"Wandsworth 037",Wandsworth,9108,9.54,4.66,4.52,4.02,1.57," South",Wandsworth,E09000032
E02000960,"Westminster 001",Westminster,8427,6.99,3.13,2.66,2.4,1.52,Central,Westminster,E09000033
E02000961,"Westminster 002",Westminster,11450,8.14,4.36,3.69,3.13,1.76,Central,Westminster,E09000033
E02000962,"Westminster 003",Westminster,10832,7.91,4.18,3.52,2.94,1.75,Central,Westminster,E09000033
E02000963,"Westminster 004",Westminster,11845,10.22,7.43,5.79,4.42,1.55,Central,Westminster,E09000033
E02000964,"Westminster 005",Westminster,14606,9.34,6.56,5.07,4.28,1.55,Central,Westminster,E09000033
E02000965,"Westminster 006",Westminster,10504,7.73,4.56,3.73,3.55,1.45,Central,Westminster,E09000033
E02000966,"Westminster 007",Westminster,11278,7.52,4.45,3.61,3.09,1.63,Central,Westminster,E09000033
E02000967,"Westminster 008",Westminster,8572,7.42,3.17,2.94,2.58,1.43,Central,Westminster,E09000033
E02000968,"Westminster 009",Westminster,17508,9.15,6.65,5.71,4.31,2.17,Central,Westminster,E09000033
E02000969,"Westminster 010",Westminster,12270,8.88,6.19,4.75,4.18,1.52,Central,Westminster,E09000033
E02000970,"Westminster 011",Westminster,9836,7.66,2.91,2.89,2.49,1.64,Central,Westminster,E09000033
E02000971,"Westminster 012",Westminster,9606,7.22,3.94,3.12,2.64,1.51,Central,Westminster,E09000033
E02000972,"Westminster 013",Westminster,10065,6.45,2.89,2.8,2.43,1.05,Central,Westminster,E09000033
E02000973,"Westminster 014",Westminster,12374,7.06,3.43,3.01,2.85,1.22,Central,Westminster,E09000033
E02000974,"Westminster 015",Westminster,9832,7.95,5,3.76,3.19,1.81,Central,Westminster,E09000033
E02000975,"Westminster 016",Westminster,10141,6.78,3.96,3.35,3.01,1.29,Central,Westminster,E09000033
E02000976,"Westminster 017",Westminster,12695,6.92,3.5,3.07,2.73,1.23,Central,Westminster,E09000033
E02000977,"Westminster 018",Westminster,9009,7.04,3.72,3.1,2.8,1.17,Central,Westminster,E09000033
E02000978,"Westminster 019",Westminster,9980,5.56,1.94,1.61,1.8,1.01,Central,Westminster,E09000033
E02000979,"Westminster 020",Westminster,10667,8.05,4.51,3.61,3.67,1.73,Central,Westminster,E09000033
E02000980,"Westminster 021",Westminster,10373,8.93,4.78,4.11,3.66,1.92,Central,Westminster,E09000033
E02000981,"Westminster 022",Westminster,10023,8.87,4.04,3.61,3.68,1.85,Central,Westminster,E09000033
E02000982,"Westminster 023",Westminster,9431,9.07,4.18,3.32,4.07,1.73,Central,Westminster,E09000033
E02000983,"Westminster 024",Westminster,9392,8.91,3.88,3.61,3.65,1.85,Central,Westminster,E09000033
E02006782,"Bromley 040",Bromley,8861,11.85,5.69,4.46,4.67,2.38,South,Bromley,E09000006
E02006783,"Lewisham 037",Lewisham,8587,11.41,6.24,5.28,5.62,1.77,East,Lewisham,E09000023
E02006784,"Lewisham 038",Lewisham,8599,12.18,6.56,5.84,5.7,2.16,East,Lewisham,E09000023
E02006785,"Bexley 029",Bexley,6803,13.64,9.44,5.1,3.94,2.43,East,Bexley,E09000004
E02006786,"Greenwich 033",Greenwich,8002,14.13,9.69,6.49,4.64,2.11,East,Greenwich,E09000011
E02006787,"Bromley 041",Bromley,8823,10.91,4.4,3.86,5.6,2.35,South,Bromley,E09000006
E02006788,"Croydon 045",Croydon,8334,10.63,5.54,4.93,4.18,1.73,South,Croydon,E09000008
E02006789,"Bromley 042",Bromley,7048,15.89,6.14,4.53,5.28,3.26,South,Bromley,E09000006
E02006791,"Ealing 040",Ealing,8735,9.24,5.37,3.33,4.09,1.69,West,Ealing,E09000009
E02006792,"Hounslow 029",Hounslow,10628,8.96,5.57,3.26,4.03,1.72,West,Hounslow,E09000018
E02006793,"Enfield 037",Enfield,10810,10.94,7.7,6.35,3.26,1.47,North,Enfield,E09000010
E02006794,"Haringey 037",Haringey,10261,11.83,10.37,6.64,4.23,1.58,North,Haringey,E09000014
E02006795,"Harrow 032",Harrow,9538,14.25,6,8.73,5.62,3.02,West,Harrow,E09000015
E02006796,"Hillingdon 033",Hillingdon,9718,11.87,4.91,4.71,4.49,1.97,West,Hillingdon,E09000017
E02006798,"Lewisham 039",Lewisham,11664,8.56,6.1,4.22,3.96,0.93,East,Lewisham,E09000023
E02006799,"Barking and Dagenham 023","Barking and Dagenham",12915,10.96,8.22,5.82,4.26,1.7,East,"Barking and Dagenham",E09000002
E02006800,"Redbridge 034",Redbridge,16705,9.84,6.05,6.59,4.08,2.17,East,Redbridge,E09000026
E02006801,"Lambeth 036",Lambeth,12761,6.27,4,2.91,3.13,0.87,Central,Lambeth,E09000022
E02006802,"Southwark 034",Southwark,11489,9.4,6.44,4.59,3.99,1.28,Central,Southwark,E09000028
E02006836,"Sutton 025",Sutton,9213,11.73,4.44,4.44,5.14,2.41," South",Sutton,E09000029
E02006853,"Tower Hamlets 032","Tower Hamlets",11048,5.16,3.95,3.21,2.96,0.95,East,"Tower Hamlets",E09000030
E02006854,"Tower Hamlets 033","Tower Hamlets",7282,4.92,3.85,3.2,2.97,0.91,East,"Tower Hamlets",E09000030
E02006882,"Harrow 033",Harrow,17027,11.76,5.67,7.55,4.48,2.39,West,Harrow,E09000015
E02006918,"Hackney 028",Hackney,9260,8.4,7.9,4.54,3.71,1.36,East,Hackney,E09000012
E02006921,"Hackney 029",Hackney,9738,9.87,8.28,5.1,3.98,1.65,East,Hackney,E09000012
E02006924,"Redbridge 035",Redbridge,15540,10.46,6.21,7.49,4.12,2.4,East,Redbridge,E09000026
E02006925,"Redbridge 036",Redbridge,14769,11.43,4.69,6.83,4.03,2.55,East,Redbridge,E09000026
E02006927,"Greenwich 034",Greenwich,11538,11.28,5.32,4.19,4.71,2.04,East,Greenwich,E09000011
E02006928,"Greenwich 035",Greenwich,13267,6.71,3.96,3.03,3.93,1.03,East,Greenwich,E09000011
E02006929,"Greenwich 036",Greenwich,14179,7.14,3.89,3.05,3.64,1.39,East,Greenwich,E09000011
E02006930,"Greenwich 037",Greenwich,10094,8.29,3.84,3.17,3.63,1.45,East,Greenwich,E09000011
E02006931,"Greenwich 038",Greenwich,10700,8.2,4.29,3.92,4.61,1.16,East,Greenwich,E09000011
